bedrooms,bathrooms,building_size,land_size,car_spaces,floors_total,maidrooms,village,subdistrict,city,price
4,4,400.0,340.0,0,1,0,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,13000000000.0
5,3,161.0,161.0,1,1,0,PASAR MANGGIS,SETIA BUDI,JAKARTA SELATAN,3300000000.0
4,3,80.0,60.0,0,1,0,PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,2800000000.0
4,4,120.0,78.0,0,1,0,BUKIT DURI,TEBET,JAKARTA SELATAN,2500000000.0
8,3,280.0,255.0,2,1,0,PASAR MANGGIS,SETIA BUDI,JAKARTA SELATAN,5000000000.0
4,2,160.0,103.0,0,1,0,LEBAK BULUS,CILANDAK,JAKARTA SELATAN,2800000000.0
4,3,190.0,350.0,0,1,0,LEBAK BULUS,CILANDAK,JAKARTA SELATAN,4800000000.0
4,2,100.0,145.0,0,1,0,BUKIT DURI,TEBET,JAKARTA SELATAN,2750000000.0
3,3,200.0,263.0,2,1,0,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,6800000000.0
4,4,250.0,535.0,0,1,0,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,8988000000.0
6,5,185.0,153.0,1,1,0,TEBET BARAT,TEBET,JAKARTA SELATAN,3500000000.0
4,5,231.0,245.0,0,1,0,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,12300000000.0
4,4,208.0,144.0,0,1,0,CIPULIR,KEBAYORAN LAMA,JAKARTA SELATAN,3900000000.0
5,5,455.0,219.0,2,1,0,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,10700000000.0
3,1,200.0,103.0,0,1,0,BUKIT DURI,TEBET,JAKARTA SELATAN,3500000000.0
4,4,350.0,240.0,0,1,0,CIPETE SELATAN,CILANDAK,JAKARTA SELATAN,7900000000.0
5,2,200.0,239.0,0,1,0,BUKIT DURI,TEBET,JAKARTA SELATAN,8000000000.0
4,4,250.0,197.0,0,1,0,BUKIT DURI,TEBET,JAKARTA SELATAN,2800000000.0
3,3,200.0,242.0,0,1,0,CIPETE SELATAN,CILANDAK,JAKARTA SELATAN,7000000000.0
6,4,260.0,100.0,0,1,0,GANDARIA UTARA,KEBAYORAN BARU,JAKARTA SELATAN,3000000000.0
4,4,266.0,138.0,2,1,0,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,5000000000.0
3,2,200.0,146.0,2,1,0,PETOGOGAN,KEBAYORAN BARU,JAKARTA SELATAN,3800000000.0
3,2,250.0,118.0,0,1,0,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,3420000000.0
6,6,280.0,127.0,0,1,0,KEBAGUSAN,PASAR MINGGU,JAKARTA SELATAN,4250000000.0
5,4,270.0,119.0,0,1,0,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,4000000000.0
3,2,70.0,122.0,0,1,0,PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,4600000000.0
5,3,315.0,473.0,1,1,0,PONDOK LABU,CILANDAK,JAKARTA SELATAN,9947400000.0
3,3,180.0,200.0,2,1,0,KRAMAT PELA,KEBAYORAN BARU,JAKARTA SELATAN,11500000000.0
5,4,250.0,237.0,0,1,0,PETUKANGAN UTARA,PESANGGRAHAN,JAKARTA SELATAN,3000000000.0
6,5,430.0,216.0,0,1,0,KEBON BARU,TEBET,JAKARTA SELATAN,9400000000.0
4,4,206.0,144.0,0,1,0,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,4100000000.0
5,3,200.0,100.0,0,1,0,PETUKANGAN UTARA,PESANGGRAHAN,JAKARTA SELATAN,1350000000.0
5,5,239.0,144.0,0,1,0,CIGANJUR,JAGAKARSA,JAKARTA SELATAN,6980000000.0
5,3,250.0,339.0,0,1,0,CIPETE SELATAN,CILANDAK,JAKARTA SELATAN,7000000000.0
5,2,180.0,130.0,0,1,0,PEJATEN TIMUR,PASAR MINGGU,JAKARTA SELATAN,1900000000.0
5,5,420.0,230.0,0,1,0,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,8500000000.0
4,5,280.0,250.0,0,1,0,PONDOK LABU,CILANDAK,JAKARTA SELATAN,4875000000.0
3,2,95.0,95.0,0,1,0,CIPULIR,KEBAYORAN LAMA,JAKARTA SELATAN,2350000000.0
3,2,80.0,74.0,0,1,0,BUKIT DURI,TEBET,JAKARTA SELATAN,1855000000.0
3,3,500.0,298.0,0,1,0,GUNUNG,KEBAYORAN BARU,JAKARTA SELATAN,13000000000.0
7,3,300.0,530.0,0,1,0,PASAR MANGGIS,SETIA BUDI,JAKARTA SELATAN,6200000000.0
6,3,250.0,310.0,0,1,0,KEBAYORAN LAMA SELATAN,KEBAYORAN LAMA,JAKARTA SELATAN,7800000000.0
5,4,300.0,264.0,0,1,0,TEBET BARAT,TEBET,JAKARTA SELATAN,8350000000.0
3,3,115.0,90.0,0,1,0,TEBET BARAT,TEBET,JAKARTA SELATAN,2600000000.0
4,2,185.0,207.0,2,1,0,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,11000000000.0
3,1,224.0,214.0,0,1,0,PASAR MANGGIS,SETIA BUDI,JAKARTA SELATAN,10700000000.0
6,5,322.0,508.0,2,1,0,PASAR MANGGIS,SETIA BUDI,JAKARTA SELATAN,14000000000.0
6,5,358.0,483.0,0,1,0,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,8000000000.0
3,2,260.0,275.0,0,1,0,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,6200000000.0
4,3,180.0,170.0,0,1,0,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,2100000000.0
5,5,130.0,102.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2600000000.0
3,2,102.0,102.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2000000000.0
4,5,250.0,135.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4919966800.0
4,3,70.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1700000000.0
2,2,122.0,102.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2600000000.0
2,2,69.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1950000000.0
2,2,100.0,75.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1550000000.0
3,4,98.0,98.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3100000000.0
3,2,90.0,102.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1800000000.0
4,3,90.0,97.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1850000000.0
4,3,127.0,170.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2870000000.0
2,2,100.0,75.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1575000000.0
2,2,100.0,75.0,1,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1550000000.0
2,2,100.0,75.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1550000000.0
3,2,200.0,130.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2850000000.0
4,4,156.0,179.0,1,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3200000000.0
4,3,156.0,212.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3500000000.0
2,2,100.0,75.0,1,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1575000000.0
3,2,200.0,130.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2850000000.0
4,3,156.0,212.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3500000000.0
2,2,100.0,75.0,1,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1550000000.0
4,3,120.0,136.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3200000000.0
4,4,102.0,102.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2600000000.0
5,4,127.0,170.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3100000000.0
7,3,105.0,140.0,1,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3300000000.0
4,4,254.0,198.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4000000000.0
2,2,100.0,75.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1550000000.0
3,2,200.0,130.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2850000000.0
3,3,213.0,209.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3100000000.0
4,3,130.0,102.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2100000000.0
5,2,50.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1650000000.0
3,3,125.0,120.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2000000000.0
4,4,150.0,119.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2500000000.0
4,3,120.0,112.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2000000000.0
3,2,110.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1950000000.0
3,3,63.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1500000000.0
4,3,156.0,212.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3500000000.0
3,2,63.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1850000000.0
5,4,116.0,120.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2700000000.0
5,4,116.0,120.0,1,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2700000000.0
5,5,147.0,168.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3690000000.0
3,2,86.0,102.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1900000000.0
4,1,63.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1700000000.0
4,3,200.0,170.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3300000000.0
3,2,90.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1800000000.0
2,2,88.0,88.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1650000000.0
5,4,240.0,136.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3200000000.0
5,4,168.0,119.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2800000000.0
5,4,142.0,132.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3500000000.0
5,3,150.0,102.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1900000000.0
3,2,105.0,90.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1950000000.0
4,3,120.0,170.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2900000000.0
4,3,360.0,220.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4700000000.0
4,2,120.0,90.0,1,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1700000000.0
4,3,235.0,240.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,5250000000.0
4,3,115.0,98.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3500000000.0
3,3,91.0,98.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2900000000.0
4,3,90.0,120.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2200000000.0
3,2,60.0,65.0,0,1,0,BALE KAMBANG,KRAMAT JATI,JAKARTA TIMUR,1000000000.0
3,3,68.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1700000000.0
4,4,115.0,120.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2842000000.0
4,3,140.0,140.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2400000000.0
3,3,69.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1500000000.0
4,4,120.0,120.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2050000000.0
4,3,90.0,72.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2000000000.0
3,2,85.0,61.0,0,1,0,CIJANTUNG,PASAR REBO,JAKARTA TIMUR,2057000000.0
3,3,119.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3500000000.0
4,4,116.0,120.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2800000000.0
4,5,115.0,98.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3400000000.0
4,2,63.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2000000000.0
2,2,69.0,96.0,0,1,0,UJUNG MENTENG,CAKUNG,JAKARTA TIMUR,1850000000.0
3,2,70.0,85.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1750000000.0
4,3,105.0,105.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2100000000.0
4,4,165.0,168.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,5624000000.0
4,4,250.0,144.0,0,1,0,BALE KAMBANG,KRAMAT JATI,JAKARTA TIMUR,3000000000.0
3,3,107.0,75.0,0,1,0,RAWA TERATE,CAKUNG,JAKARTA TIMUR,3500000000.0
2,2,36.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1850000000.0
3,2,60.0,70.0,0,1,0,BALE KAMBANG,KRAMAT JATI,JAKARTA TIMUR,765000000.0
4,5,115.0,98.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2900000000.0
2,2,200.0,144.0,0,1,0,JATINEGARA,CAKUNG,JAKARTA TIMUR,2400000000.0
4,4,133.0,102.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2500000000.0
4,3,76.0,102.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1700000000.0
3,2,76.0,102.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1700000000.0
4,3,76.0,102.0,1,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1750000000.0
4,3,76.0,102.0,1,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1750000000.0
3,2,76.0,102.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1700000000.0
5,3,140.0,102.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2300000000.0
3,3,63.0,90.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1650000000.0
3,4,120.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2100000000.0
5,4,168.0,119.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2750000000.0
4,3,76.0,102.0,1,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1700000000.0
3,4,98.0,98.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3100000000.0
4,4,75.0,102.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1625000000.0
5,2,58.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1500000000.0
3,2,69.0,102.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2100000000.0
3,3,254.0,198.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4000000000.0
3,4,115.0,98.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2450000000.0
5,4,286.0,286.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,5300000000.0
3,4,120.0,120.0,1,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2100000000.0
3,2,200.0,130.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2850000000.0
4,3,75.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1700000000.0
4,3,90.0,90.0,1,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1800000000.0
5,4,116.0,120.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2700000000.0
5,2,190.0,125.0,0,1,0,BALE KAMBANG,KRAMAT JATI,JAKARTA TIMUR,2200000000.0
4,4,152.0,147.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2650000000.0
4,2,56.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1700000000.0
2,2,54.0,44.0,0,1,0,PULO GEBANG,CAKUNG,JAKARTA TIMUR,850000000.0
2,1,72.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1500000000.0
4,4,200.0,150.0,0,1,0,BALE KAMBANG,KRAMAT JATI,JAKARTA TIMUR,2500000000.0
3,3,148.0,148.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2700000000.0
5,4,140.0,105.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3300000000.0
4,4,123.0,112.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2550000000.0
4,2,93.0,75.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2109000000.0
5,4,116.0,120.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2700000000.0
4,3,75.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1800000000.0
6,5,320.0,328.0,0,1,0,PULO GEBANG,CAKUNG,JAKARTA TIMUR,5200000000.0
4,4,150.0,198.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2800000000.0
4,4,148.0,158.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4200000000.0
2,2,69.0,90.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2057000000.0
3,3,120.0,40.0,1,1,0,UTAN KAYU UTARA,MATRAMAN,JAKARTA TIMUR,850000000.0
4,3,132.0,90.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,1700000000.0
2,1,80.0,72.0,0,1,0,BALE KAMBANG,KRAMAT JATI,JAKARTA TIMUR,750000000.0
5,2,180.0,90.0,0,1,0,UTAN KAYU SELATAN,MATRAMAN,JAKARTA TIMUR,4500000000.0
5,5,194.0,105.0,2,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3000000000.0
2,1,45.0,60.0,0,1,0,MUNJUL,CIPAYUNG,JAKARTA TIMUR,650000000.0
4,3,120.0,90.0,0,1,0,BALE KAMBANG,KRAMAT JATI,JAKARTA TIMUR,1900000000.0
3,2,96.0,105.0,0,1,0,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2800000000.0
3,3,207.0,149.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,3200000000.0
5,5,180.0,180.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,3700000000.0
4,3,130.0,90.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,2600000000.0
4,3,102.0,100.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,2700000000.0
3,2,100.0,60.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,1800000000.0
4,3,200.0,300.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,8500000000.0
6,4,280.0,200.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,6700000000.0
4,3,300.0,84.0,0,1,0,ANCOL,PADEMANGAN,JAKARTA UTARA,2500000000.0
4,3,140.0,105.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,3000000000.0
4,4,198.0,197.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,6000000000.0
4,4,222.75,74.25,0,1,0,ANCOL,PADEMANGAN,JAKARTA UTARA,2000000000.0
4,3,100.0,102.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,3300000000.0
4,4,220.0,90.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,2450000000.0
4,4,225.0,90.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,2700000000.0
4,5,300.0,160.0,0,1,0,KELAPA GADING TIMUR,KELAPA GADING,JAKARTA UTARA,5700000000.0
4,5,250.0,135.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,3500000000.0
5,4,176.0,120.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4000000000.0
5,4,250.0,120.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,3500000000.0
2,1,30.0,60.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,485000000.0
4,3,130.0,90.0,0,1,0,KELAPA GADING TIMUR,KELAPA GADING,JAKARTA UTARA,3000000000.0
5,5,300.0,150.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,2500000000.0
5,4,150.0,90.0,0,1,0,KELAPA GADING TIMUR,KELAPA GADING,JAKARTA UTARA,2460000000.0
5,5,225.0,96.0,0,1,0,KAMAL MUARA,PENJARINGAN,JAKARTA UTARA,12777000000.0
6,5,350.0,180.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,9000000000.0
4,5,300.0,160.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4500000000.0
3,3,355.0,220.0,0,1,0,KAMAL MUARA,PENJARINGAN,JAKARTA UTARA,5700000000.0
4,3,500.0,404.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,5500000000.0
5,4,477.0,427.0,0,1,0,KAMAL MUARA,PENJARINGAN,JAKARTA UTARA,7000000000.0
2,2,55.0,33.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,850000000.0
3,3,159.0,145.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,3200000000.0
7,6,391.0,336.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,10000000000.0
1,1,220.0,234.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,6500000000.0
5,4,520.0,145.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,4500000000.0
3,2,110.0,58.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,1200000000.0
4,4,180.0,152.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,3200000000.0
4,3,200.0,120.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,2850000000.0
5,2,111.0,111.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,2600000000.0
4,2,150.0,158.0,0,1,0,SUNTER AGUNG,TANJUNG PRIOK,JAKARTA UTARA,3600000000.0
3,2,170.0,108.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,3200000000.0
3,2,170.0,90.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,2900000000.0
4,4,205.0,236.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4800000000.0
2,2,90.0,172.0,0,1,0,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,1950000000.0
6,3,230.0,95.0,0,1,0,PADEMANGAN TIMUR,PADEMANGAN,JAKARTA UTARA,1800000000.0
3,2,170.0,120.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,3300000000.0
3,4,200.0,160.0,1,1,0,PLUIT,PENJARINGAN,JAKARTA UTARA,4600000000.0
3,2,191.0,98.0,0,1,0,SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,2800000000.0
